Date,Adj_Close
2021-07-21,1.2675100564956665
2021-07-22,1.256890058517456
2021-07-23,1.2563999891281128
2021-07-26,1.2567499876022339
2021-07-27,1.253999948501587
2021-07-28,1.259119987487793
2021-07-29,1.2519700527191162
2021-07-30,1.2449300289154053
2021-08-02,1.2466700077056885
2021-08-03,1.2501100301742554
2021-08-04,1.2533299922943115
2021-08-05,1.2545000314712524
2021-08-06,1.2501300573349
2021-08-09,1.2570899724960327
2021-08-10,1.2573800086975098
2021-08-11,1.2518999576568604
2021-08-12,1.2506799697875977
2021-08-13,1.2519999742507935
2021-08-16,1.2516000270843506
2021-08-17,1.2569600343704224
2021-08-18,1.2626500129699707
2021-08-19,1.2663099765777588
2021-08-20,1.2831300497055054
2021-08-23,1.2826000452041626
2021-08-24,1.2651000022888184
2021-08-25,1.259600043296814
2021-08-26,1.258870005607605
2021-08-27,1.268489956855774
2021-08-30,1.2611000537872314
2021-08-31,1.260890007019043
2021-09-01,1.2616100311279297
2021-09-02,1.2621699571609497
2021-09-03,1.25518000125885
2021-09-06,1.2530299425125122
2021-09-07,1.2534300088882446
2021-09-08,1.264639973640442
2021-09-09,1.2694000005722046
2021-09-10,1.266260027885437
2021-09-13,1.2679500579833984
2021-09-14,1.264799952507019
2021-09-15,1.2690000534057617
2021-09-16,1.2618099451065063
2021-09-17,1.268149971961975
2021-09-20,1.2763999700546265
2021-09-21,1.2802400588989258
2021-09-22,1.282080054283142
2021-09-23,1.2785899639129639
2021-09-24,1.2661999464035034
2021-09-27,1.2649400234222412
2021-09-28,1.262619972229004
2021-09-29,1.267699956893921
2021-09-30,1.27538001537323
2021-10-01,1.268399953842163
2021-10-04,1.2625000476837158
2021-10-05,1.2589800357818604
2021-10-06,1.258270025253296
2021-10-07,1.258620023727417
2021-10-08,1.254699945449829
2021-10-11,1.2484099864959717
2021-10-12,1.248039960861206
2021-10-13,1.2476099729537964
2021-10-14,1.2436800003051758
2021-10-15,1.2374600172042847
2021-10-18,1.2373700141906738
2021-10-19,1.237220048904419
2021-10-20,1.2353999614715576
2021-10-21,1.2324399948120117
2021-10-22,1.237030029296875
2021-10-25,1.237130045890808
2021-10-26,1.2379000186920166
2021-10-27,1.2391400337219238
2021-10-28,1.2369699478149414
2021-10-29,1.2346099615097046
2021-11-01,1.2382899522781372
2021-11-02,1.2373900413513184
2021-11-03,1.2408000230789185
2021-11-04,1.237779974937439
2021-11-05,1.2451000213623047
2021-11-08,1.2450799942016602
2021-11-09,1.2442200183868408
2021-11-10,1.2436000108718872
2021-11-11,1.2486499547958374
2021-11-12,1.2588499784469604
2021-11-15,1.2545299530029297
2021-11-16,1.2513999938964844
2021-11-17,1.2565699815750122
2021-11-18,1.2611199617385864
2021-11-19,1.260349988937378
2021-11-22,1.2653499841690063
2021-11-23,1.2701300382614136
2021-11-24,1.267590045928955
2021-11-25,1.2661700248718262
2021-11-26,1.2663700580596924
2021-11-29,1.2724800109863281
2021-11-30,1.273800015449524
2021-12-01,1.2774300575256348
2021-12-02,1.2810900211334229
2021-12-03,1.2817699909210205
2021-12-06,1.2817000150680542
2021-12-07,1.2762000560760498
2021-12-08,1.2645800113677979
2021-12-09,1.265220046043396
2021-12-10,1.270840048789978
2021-12-13,1.2719899415969849
2021-12-14,1.2807600498199463
2021-12-15,1.2867100238800049
2021-12-16,1.2836500406265259
2021-12-17,1.2779699563980103
2021-12-20,1.2898499965667725
2021-12-21,1.2935999631881714
2021-12-22,1.2922999858856201
2021-12-23,1.2851200103759766
2021-12-24,1.2823899984359741
2021-12-27,1.2813999652862549
2021-12-28,1.2786999940872192
2021-12-29,1.2812999486923218
2021-12-30,1.2782599925994873
2021-12-31,1.274440050125122
2022-01-03,1.2658799886703491
2022-01-04,1.275130033493042
2022-01-05,1.2704399824142456
2022-01-06,1.2760100364685059
2022-01-07,1.2730200290679932
2022-01-10,1.2646900415420532
2022-01-11,1.2664999961853027
2022-01-12,1.2577500343322754
2022-01-13,1.2501599788665771
2022-01-14,1.2507799863815308
2022-01-17,1.2542200088500977
2022-01-18,1.2515699863433838
2022-01-19,1.249750018119812
2022-01-20,1.2510900497436523
2022-01-21,1.2500300407409668
2022-01-24,1.256100058555603
2022-01-25,1.2625499963760376
2022-01-26,1.2615900039672852
2022-01-27,1.2658499479293823
2022-01-28,1.2745699882507324
2022-01-31,1.2759100198745728
2022-02-01,1.2717399597167969
2022-02-02,1.2689599990844727
2022-02-03,1.2686400413513184
2022-02-04,1.2678500413894653
2022-02-07,1.274530053138733
2022-02-08,1.2665599584579468
2022-02-09,1.2705399990081787
2022-02-10,1.26760995388031
2022-02-11,1.2732000350952148
2022-02-14,1.2723499536514282
2022-02-15,1.272860050201416
2022-02-16,1.2723699808120728
2022-02-17,1.2695399522781372
2022-02-18,1.2704800367355347
2022-02-21,1.2756600379943848
2022-02-22,1.2755999565124512
2022-02-23,1.276710033416748
2022-02-24,1.2733900547027588
2022-02-25,1.2809499502182007
2022-02-28,1.2755199670791626
2022-03-01,1.2666499614715576
2022-03-02,1.2723499536514282
2022-03-03,1.2646100521087646
2022-03-04,1.2670300006866455
2022-03-07,1.2714099884033203
2022-03-08,1.2801400423049927
2022-03-09,1.2889000177383423
2022-03-10,1.2798500061035156
2022-03-11,1.275589942932129
2022-03-14,1.2735400199890137
2022-03-15,1.2821099758148193
2022-03-16,1.2768800258636475
2022-03-17,1.2686799764633179
2022-03-18,1.263159990310669
2022-03-21,1.2605799436569214
2022-03-22,1.2588000297546387
2022-03-23,1.2582800388336182
2022-03-24,1.2559200525283813
2022-03-25,1.2520400285720825
2022-03-28,1.248710036277771
2022-03-29,1.2518199682235718
2022-03-30,1.2497899532318115
2022-03-31,1.24822998046875
2022-04-01,1.2498500347137451
2022-04-04,1.2526500225067139
2022-04-05,1.2486200332641602
2022-04-06,1.2484400272369385
2022-04-07,1.2563799619674683
2022-04-08,1.2586699724197388
2022-04-11,1.257599949836731
2022-04-12,1.264009952545166
2022-04-13,1.2634400129318237
2022-04-14,1.2566200494766235
2022-04-15,1.2603000402450562
2022-04-18,1.2615000009536743
2022-04-19,1.2600200176239014
2022-04-20,1.2603700160980225
2022-04-21,1.2486200332641602
2022-04-22,1.2589099407196045
2022-04-25,1.2720999717712402
2022-04-26,1.2735600471496582
2022-04-27,1.2806099653244019
2022-04-28,1.2813999652862549
2022-04-29,1.280460000038147
2022-05-02,1.2853000164031982
2022-05-03,1.2874000072479248
2022-05-04,1.2833800315856934
2022-05-05,1.2737200260162354
2022-05-06,1.2826999425888062
2022-05-09,1.2918200492858887
2022-05-10,1.3008400201797485
2022-05-11,1.3031200170516968
2022-05-12,1.2994400262832642
2022-05-13,1.3023099899291992
2022-05-16,1.2906999588012695
2022-05-17,1.284999966621399
2022-05-18,1.280809998512268
2022-05-19,1.2884199619293213
2022-05-20,1.2819600105285645
2022-05-23,1.2812000513076782
2022-05-24,1.2787100076675415
2022-05-25,1.2822400331497192
2022-05-26,1.2820199728012085
2022-05-27,1.2773000001907349
2022-05-30,1.2723699808120728
2022-05-31,1.2655199766159058
2022-06-01,1.2639000415802002
2022-06-02,1.2665300369262695
2022-06-03,1.2569799423217773
2022-06-06,1.258489966392517
2022-06-07,1.2580000162124634
2022-06-08,1.253659963607788
2022-06-09,1.2552000284194946
2022-06-10,1.2702699899673462
2022-06-13,1.2797600030899048
2022-06-14,1.2890000343322754
2022-06-15,1.2944799661636353
2022-06-16,1.2873400449752808
2022-06-17,1.2953799962997437
2022-06-20,1.3000500202178955
2022-06-21,1.2981799840927124
2022-06-22,1.2931900024414062
2022-06-23,1.2963800430297852
2022-06-24,1.2987099885940552
2022-06-27,1.2897100448608398
2022-06-28,1.2869000434875488
2022-06-29,1.2872999906539917
2022-06-30,1.2883299589157104
2022-07-01,1.287369966506958
2022-07-04,1.288599967956543
2022-07-05,1.285730004310608
2022-07-06,1.3034800291061401
2022-07-07,1.3034000396728516
2022-07-08,1.2965999841690063
2022-07-11,1.294700026512146
2022-07-12,1.2994799613952637
2022-07-13,1.303130030632019
2022-07-14,1.300089955329895
2022-07-15,1.3107999563217163
2022-07-18,1.3009400367736816
2022-07-19,1.2981300354003906
2022-07-20,1.2870899438858032
2022-07-21,1.2883000373840332
2022-07-22,1.2877999544143677
2022-07-25,1.2924599647521973
2022-07-26,1.2850699424743652
2022-07-27,1.287369966506958
2022-07-28,1.2817100286483765
2022-07-29,1.2806999683380127
2022-08-01,1.281559944152832
2022-08-02,1.284309983253479
2022-08-03,1.288789987564087
2022-08-04,1.2853599786758423
2022-08-05,1.287019968032837
2022-08-08,1.294450044631958
2022-08-09,1.2856999635696411
2022-08-10,1.2885899543762207
2022-08-11,1.277400016784668
2022-08-12,1.2762900590896606
2022-08-15,1.2779500484466553
2022-08-16,1.2903599739074707
2022-08-17,1.284540057182312
2022-08-18,1.2917799949645996
2022-08-19,1.2947100400924683
2022-08-22,1.300029993057251
2022-08-23,1.3048100471496582
2022-08-24,1.295799970626831
2022-08-25,1.297029972076416
2022-08-26,1.2937599420547485
2022-08-29,1.306130051612854
2022-08-30,1.300130009651184
2022-08-31,1.3089499473571777
2022-09-01,1.3141200542449951
2022-09-02,1.3144999742507935
2022-09-05,1.31427001953125
2022-09-06,1.3128999471664429
2022-09-07,1.3153799772262573
2022-09-08,1.3129899501800537
2022-09-09,1.3080799579620361
2022-09-12,1.302299976348877
2022-09-13,1.2979899644851685
2022-09-14,1.3162599802017212
2022-09-15,1.3160500526428223
2022-09-16,1.3246999979019165
2022-09-19,1.325819969177246
2022-09-20,1.3243399858474731
2022-09-21,1.336300015449524
2022-09-22,1.3478699922561646
2022-09-23,1.3471100330352783
2022-09-26,1.3580800294876099
2022-09-27,1.3710600137710571
2022-09-28,1.372249960899353
2022-09-29,1.3627899885177612
2022-09-30,1.3674499988555908
2022-10-03,1.378730058670044
2022-10-04,1.3628100156784058
2022-10-05,1.350540041923523
2022-10-06,1.359779953956604
2022-10-07,1.3740999698638916
2022-10-10,1.3732099533081055
2022-10-11,1.377500057220459
2022-10-12,1.3791500329971313
2022-10-13,1.3815699815750122
2022-10-14,1.3760099411010742
2022-10-17,1.3854999542236328
2022-10-18,1.3712899684906006
2022-10-19,1.3726199865341187
2022-10-20,1.3772799968719482
2022-10-21,1.3777300119400024
2022-10-24,1.3646199703216553
2022-10-25,1.3695199489593506
2022-10-26,1.3616700172424316
2022-10-27,1.3552000522613525
2022-10-28,1.3564499616622925
2022-10-31,1.3608100414276123
2022-11-01,1.3610700368881226
2022-11-02,1.361799955368042
2022-11-03,1.3715200424194336
2022-11-04,1.3742400407791138
2022-11-07,1.3512500524520874
2022-11-08,1.3493499755859375
2022-11-09,1.341539978981018
2022-11-10,1.3526500463485718
2022-11-11,1.333150029182434
2022-11-14,1.3253999948501587
2022-11-15,1.3324700593948364
2022-11-16,1.3273500204086304
2022-11-17,1.333549976348877
2022-11-18,1.3321399688720703
2022-11-21,1.337689995765686
2022-11-22,1.3446300029754639
2022-11-23,1.3362499475479126
2022-11-24,1.3343600034713745
2022-11-25,1.3336600065231323
2022-11-28,1.3409600257873535
2022-11-29,1.3489899635314941
2022-11-30,1.3583600521087646
2022-12-01,1.3411999940872192
2022-12-02,1.3435499668121338
2022-12-05,1.3444000482559204
2022-12-06,1.3588000535964966
2022-12-07,1.3649400472640991
2022-12-08,1.36489999294281
2022-12-09,1.3597700595855713
2022-12-12,1.365530014038086
2022-12-13,1.363029956817627
2022-12-14,1.3555400371551514
2022-12-15,1.3550200462341309
2022-12-16,1.365820050239563
2022-12-19,1.3688600063323975
2022-12-20,1.364300012588501
2022-12-21,1.3599400520324707
2022-12-22,1.3612699508666992
2022-12-23,1.3636800050735474
2022-12-26,1.358970046043396
2022-12-27,1.3557000160217285
2022-12-28,1.3524999618530273
2022-12-29,1.3599400520324707
2022-12-30,1.3552000522613525
2023-01-02,1.352810025215149
2023-01-03,1.3559000492095947
2023-01-04,1.3674099445343018
2023-01-05,1.3485100269317627
2023-01-06,1.3559900522232056
2023-01-09,1.3435200452804565
2023-01-10,1.3393700122833252
2023-01-11,1.3432899713516235
2023-01-12,1.343000054359436
2023-01-13,1.3375999927520752
2023-01-16,1.3396199941635132
2023-01-17,1.3397799730300903
2023-01-18,1.3389999866485596
2023-01-19,1.3495800495147705
2023-01-20,1.3463799953460693
2023-01-23,1.3371000289916992
2023-01-24,1.3370100259780884
2023-01-25,1.3374799489974976
2023-01-26,1.3380199670791626
2023-01-27,1.3316099643707275
2023-01-30,1.3303200006484985
2023-01-31,1.338379979133606
2023-02-01,1.3306000232696533
2023-02-02,1.3274999856948853
2023-02-03,1.3316600322723389
2023-02-06,1.3399699926376343
2023-02-07,1.344099998474121
2023-02-08,1.3390100002288818
2023-02-09,1.344499945640564
2023-02-10,1.3448699712753296
2023-02-13,1.3357399702072144
2023-02-14,1.3333100080490112
2023-02-15,1.3340599536895752
2023-02-16,1.3390599489212036
2023-02-17,1.3473000526428223
2023-02-20,1.3481999635696411
2023-02-21,1.3452999591827393
2023-02-22,1.3534899950027466
2023-02-23,1.3545399904251099
2023-02-24,1.3543200492858887
2023-02-27,1.3593699932098389
2023-02-28,1.3573999404907227
2023-03-01,1.3645199537277222
2023-03-02,1.3589600324630737
2023-03-03,1.3594800233840942
2023-03-06,1.3602999448776245
2023-03-07,1.3616199493408203
2023-03-08,1.3747999668121338
2023-03-09,1.3799400329589844
2023-03-10,1.3831000328063965
2023-03-13,1.3763799667358398
2023-03-14,1.373520016670227
2023-03-15,1.3688900470733643
2023-03-16,1.3764899969100952
2023-03-17,1.3719099760055542
2023-03-20,1.3709800243377686
2023-03-21,1.3671000003814697
2023-03-22,1.3708800077438354
2023-03-23,1.3716700077056885
2023-03-24,1.3717000484466553
2023-03-27,1.3727400302886963
2023-03-28,1.3654099702835083
2023-03-29,1.3593300580978394
2023-03-30,1.3563100099563599
2023-03-31,1.3521900177001953
2023-04-03,1.3501800298690796
2023-04-04,1.343369960784912
2023-04-05,1.3437999486923218
2023-04-06,1.3454300165176392
2023-04-07,1.3494999408721924
2023-04-10,1.3503999710083008
2023-04-11,1.3503400087356567
2023-04-12,1.346250057220459
2023-04-13,1.343999981880188
2023-04-14,1.3339999914169312
2023-04-17,1.3365000486373901
2023-04-18,1.3392000198364258
2023-04-19,1.3390899896621704
2023-04-20,1.3467999696731567
2023-04-21,1.348080039024353
2023-04-24,1.3538399934768677
2023-04-25,1.353369951248169
2023-04-26,1.361840009689331
2023-04-27,1.363070011138916
2023-04-28,1.359969973564148
2023-05-01,1.3559099435806274
2023-05-02,1.3552000522613525
2023-05-03,1.3619500398635864
2023-05-04,1.3631900548934937
2023-05-05,1.3523000478744507
2023-05-08,1.3380000591278076
2023-05-09,1.3372399806976318
2023-05-10,1.337499976158142
2023-05-11,1.3372100591659546
2023-05-12,1.3493000268936157
2023-05-15,1.3553999662399292
2023-05-16,1.346500039100647
2023-05-17,1.3477200269699097
2023-05-18,1.3466700315475464
2023-05-19,1.349769949913025
2023-05-22,1.3487999439239502
2023-05-23,1.3502899408340454
2023-05-24,1.3499399423599243
2023-05-25,1.3588500022888184
2023-05-26,1.3643200397491455
2023-05-29,1.3609000444412231
2023-05-30,1.3601000308990479
2023-05-31,1.359969973564148
2023-06-01,1.356600046157837
2023-06-02,1.3443000316619873
2023-06-05,1.342829942703247
2023-06-06,1.3447999954223633
2023-06-07,1.339859962463379
2023-06-08,1.3371599912643433
2023-06-09,1.3361999988555908
2023-06-12,1.3336800336837769
2023-06-13,1.336300015449524
2023-06-14,1.331470012664795
2023-06-15,1.3326400518417358
2023-06-16,1.3221900463104248
2023-06-19,1.3198000192642212
2023-06-20,1.3209500312805176
2023-06-21,1.3225599527359009
2023-06-22,1.316100001335144
2023-06-23,1.3145899772644043
2023-06-26,1.3164700269699097
2023-06-27,1.315000057220459
2023-06-28,1.3197699785232544
2023-06-29,1.3251800537109375
2023-06-30,1.3250000476837158
2023-07-03,1.3250000476837158
2023-07-04,1.3248000144958496
2023-07-05,1.322350025177002
2023-07-06,1.3285900354385376
2023-07-07,1.3365399837493896
2023-07-10,1.3278000354766846
2023-07-11,1.3273999691009521
2023-07-12,1.3227699995040894
2023-07-13,1.3182799816131592
2023-07-14,1.3112499713897705
2023-07-17,1.3224999904632568
2023-07-18,1.3201500177383423
2023-07-19,1.3166199922561646
2023-07-20,1.3163000345230103
2023-07-21,1.3174200057983398
2023-07-24,1.3223999738693237
2023-07-25,1.3174599409103394
2023-07-26,1.3187099695205688
2023-07-27,1.3204599618911743
2023-07-28,1.322700023651123
2023-07-31,1.3250999450683594
2023-08-01,1.319200038909912
2023-08-02,1.3268500566482544
2023-08-03,1.33433997631073
2023-08-04,1.3350600004196167
2023-08-07,1.3372999429702759
2023-08-08,1.3371200561523438
2023-08-09,1.3424999713897705
2023-08-10,1.341879963874817
2023-08-11,1.344480037689209
2023-08-14,1.3439799547195435
2023-08-15,1.3458800315856934
2023-08-16,1.3490099906921387
2023-08-17,1.353659987449646
2023-08-18,1.3545199632644653
2023-08-21,1.354159951210022
2023-08-22,1.3543000221252441
2023-08-23,1.3550100326538086
2023-08-24,1.352370023727417
2023-08-25,1.358680009841919
2023-08-28,1.3594000339508057
2023-08-29,1.3601100444793701
2023-08-30,1.3558900356292725
2023-08-31,1.3535300493240356
2023-09-01,1.3509700298309326
2023-09-04,1.3594499826431274
2023-09-05,1.3598699569702148
2023-09-06,1.3638900518417358
2023-09-07,1.3638999462127686
2023-09-08,1.3683500289916992
2023-09-11,1.3626999855041504
2023-09-12,1.3578699827194214
2023-09-13,1.3551000356674194
2023-09-14,1.3552500009536743
2023-09-15,1.3514800071716309
2023-09-18,1.3521900177001953
2023-09-19,1.3487000465393066
2023-09-20,1.3442699909210205
2023-09-21,1.3476699590682983
2023-09-22,1.347749948501587
2023-09-25,1.3476999998092651
2023-09-26,1.345039963722229
2023-09-27,1.3519599437713623
2023-09-28,1.350100040435791
2023-09-29,1.3490999937057495
2023-10-02,1.3573700189590454
2023-10-03,1.3676300048828125
2023-10-04,1.3709100484848022
2023-10-05,1.3744200468063354
2023-10-06,1.3705699443817139
2023-10-09,1.3661099672317505
2023-10-10,1.358049988746643
2023-10-11,1.3583600521087646
2023-10-12,1.3594499826431274
2023-10-13,1.3683799505233765
2023-10-16,1.3644299507141113
2023-10-17,1.3614399433135986
2023-10-18,1.3653000593185425
2023-10-19,1.3713799715042114
2023-10-20,1.3715300559997559
2023-10-23,1.370300054550171
2023-10-24,1.3688499927520752
2023-10-25,1.3741600513458252
2023-10-26,1.3802900314331055
2023-10-27,1.3813999891281128
2023-10-30,1.3863400220870972
2023-10-31,1.3828599452972412
2023-11-01,1.387660026550293
2023-11-02,1.3834400177001953
2023-11-03,1.3746999502182007
2023-11-06,1.3660600185394287
2023-11-07,1.369729995727539
2023-11-08,1.3768500089645386
2023-11-09,1.3793200254440308
2023-11-10,1.3806999921798706
2023-11-13,1.379889965057373
2023-11-14,1.3801499605178833
2023-11-15,1.3699400424957275
2023-11-16,1.368340015411377
2023-11-17,1.3752100467681885
2023-11-20,1.371899962425232
2023-11-21,1.3724100589752197
2023-11-22,1.3701000213623047
2023-11-23,1.3692500591278076
2023-11-24,1.3695000410079956
2023-11-27,1.3630499839782715
2023-11-28,1.360700011253357
2023-11-29,1.3562999963760376
2023-11-30,1.3590199947357178
2023-12-01,1.3556499481201172
2023-12-04,1.348870038986206
2023-12-05,1.3538999557495117
2023-12-06,1.3590999841690063
2023-12-07,1.359179973602295
2023-12-08,1.3598599433898926
2023-12-11,1.3580800294876099
2023-12-12,1.357800006866455
2023-12-13,1.3585000038146973
2023-12-14,1.3508100509643555
2023-12-15,1.3407000303268433
2023-12-18,1.3381600379943848
2023-12-19,1.3397799730300903
2023-12-20,1.3334200382232666
2023-12-21,1.335819959640503
2023-12-22,1.3283900022506714
2023-12-25,1.3256800174713135
2023-12-26,1.3250000476837158
2023-12-27,1.3195199966430664
2023-12-28,1.320199966430664
2023-12-29,1.3229600191116333
2024-01-01,1.3239200115203857
2024-01-02,1.3242000341415405
2024-01-03,1.332200050354004
2024-01-04,1.3347699642181396
2024-01-05,1.3355000019073486
2024-01-08,1.3359800577163696
2024-01-09,1.3349000215530396
2024-01-10,1.338919997215271
2024-01-11,1.3378499746322632
2024-01-12,1.3379900455474854
2024-01-15,1.340939998626709
2024-01-16,1.3435800075531006
2024-01-17,1.3489999771118164
2024-01-18,1.3502800464630127
2024-01-19,1.348620057106018
2024-01-22,1.3431600332260132
2024-01-23,1.347790002822876
2024-01-24,1.3456000089645386
2024-01-25,1.3525400161743164
2024-01-26,1.3477699756622314
2024-01-29,1.3453999757766724
2024-01-30,1.3411400318145752
2024-01-31,1.3401700258255005
2024-02-01,1.3435499668121338
2024-02-02,1.3382999897003174
2024-02-05,1.3470100164413452
2024-02-06,1.3543000221252441
2024-02-07,1.34893000125885
2024-02-08,1.3464000225067139
2024-02-09,1.3459999561309814
2024-02-12,1.3457800149917603
2024-02-13,1.3455300331115723
2024-02-14,1.3565800189971924
2024-02-15,1.3538700342178345
2024-02-16,1.3465299606323242
2024-02-19,1.3477799892425537
2024-02-20,1.3497999906539917
2024-02-21,1.3521900177001953
2024-02-22,1.3496999740600586
2024-02-23,1.348140001296997
2024-02-26,1.3507200479507446
2024-02-27,1.3501299619674683
2024-02-28,1.3531700372695923
2024-02-29,1.3577500581741333
2024-03-01,1.3573700189590454
2024-03-04,1.355239987373352
2024-03-05,1.357200026512146
2024-03-06,1.3589999675750732
2024-03-07,1.3512699604034424
2024-03-08,1.3451999425888062
2024-03-11,1.348449945449829
2024-03-12,1.347749948501587
2024-03-13,1.349310040473938
2024-03-14,1.3466299772262573
2024-03-15,1.3537700176239014
2024-03-18,1.3546099662780762
2024-03-19,1.3534799814224243
2024-03-20,1.3573100566864014
2024-03-21,1.347190022468567
2024-03-22,1.3526999950408936
2024-03-25,1.3611500263214111
2024-03-26,1.3584599494934082
2024-03-27,1.3581000566482544
2024-03-28,1.3586000204086304
2024-03-29,1.353600025177002
2024-04-01,1.3521900177001953
2024-04-02,1.3573700189590454
2024-04-03,1.3564300537109375
2024-04-04,1.3523800373077393
2024-04-05,1.354449987411499
2024-04-08,1.3604099750518799
2024-04-09,1.3570799827575684
2024-04-10,1.3572900295257568
2024-04-11,1.3687000274658203
2024-04-12,1.368690013885498
2024-04-15,1.3758000135421753
2024-04-16,1.3786300420761108
2024-04-17,1.3818800449371338
2024-04-18,1.3771799802780151
2024-04-19,1.3769299983978271
2024-04-22,1.373900055885315
2024-04-23,1.3700499534606934
2024-04-24,1.3660600185394287
2024-04-25,1.370419979095459
2024-04-26,1.3658000230789185
2024-04-29,1.36558997631073
2024-04-30,1.36667001247406
2024-05-01,1.3776999711990356
2024-05-02,1.3723000288009644
2024-05-03,1.3666199445724487
2024-05-06,1.3691500425338745
2024-05-07,1.3670899868011475
2024-05-08,1.3733199834823608
2024-05-09,1.3727200031280518
2024-05-10,1.3677799701690674
2024-05-13,1.3676999807357788
2024-05-14,1.366569995880127
2024-05-15,1.365280032157898
2024-05-16,1.3596999645233154
2024-05-17,1.3614599704742432
2024-05-20,1.3607900142669678
2024-05-21,1.3621000051498413
2024-05-22,1.3640300035476685
2024-05-23,1.368899941444397
2024-05-24,1.3732099533081055
2024-05-27,1.3666000366210938
2024-05-28,1.3628900051116943
2024-05-29,1.3645999431610107
2024-05-30,1.3717000484466553
2024-05-31,1.3683300018310547
2024-06-03,1.3618899583816528
2024-06-04,1.3628699779510498
2024-06-05,1.3676199913024902
2024-06-06,1.36899995803833
2024-06-07,1.366819977760315
2024-06-10,1.3759000301361084
2024-06-11,1.3761199712753296
2024-06-12,1.3754899501800537
2024-06-13,1.372189998626709
2024-06-14,1.3740999698638916
2024-06-17,1.3732999563217163
2024-06-18,1.3713300228118896
2024-06-19,1.3716200590133667
2024-06-20,1.3705799579620361
2024-06-21,1.3684699535369873
2024-06-24,1.370129942893982
2024-06-25,1.3657900094985962
2024-06-26,1.3661099672317505
2024-06-27,1.3704500198364258
2024-06-28,1.3699300289154053
2024-07-01,1.3672699928283691
2024-07-02,1.3737800121307373
2024-07-03,1.3676799535751343
2024-07-04,1.3633300065994263
2024-07-05,1.3615200519561768
2024-07-08,1.363800048828125
2024-07-09,1.3629499673843384
2024-07-10,1.3630000352859497
2024-07-11,1.3617199659347534
2024-07-12,1.3624399900436401
2024-07-15,1.3645999431610107
2024-07-16,1.3675999641418457
2024-07-17,1.3669500350952148
2024-07-18,1.3678699731826782
2024-07-19,1.3702000379562378
2024-07-22,1.3707000017166138
2024-07-23,1.3761199712753296
2024-07-24,1.3785799741744995
2024-07-25,1.3810299634933472
2024-07-26,1.3819299936294556
2024-07-29,1.3827999830245972
2024-07-30,1.3855799436569214
2024-07-31,1.3849600553512573
2024-08-01,1.3808300495147705
2024-08-02,1.3880599737167358
2024-08-05,1.3883099555969238
2024-08-06,1.3805299997329712
2024-08-07,1.3786499500274658
2024-08-08,1.3754700422286987
2024-08-09,1.3735400438308716
2024-08-12,1.3735899925231934
2024-08-13,1.3742300271987915
2024-08-14,1.3709100484848022
2024-08-15,1.3715699911117554
2024-08-16,1.37336003780365
2024-08-19,1.3678300380706787
2024-08-20,1.3630000352859497
2024-08-21,1.3617299795150757
2024-08-22,1.3583300113677979
2024-08-23,1.3603399991989136
2024-08-26,1.3508000373840332
2024-08-27,1.3482099771499634
2024-08-28,1.3447699546813965
2024-08-29,1.3476999998092651
